CRN_KEY,SUBJ_CODE,CRSE_NUMBER,Credit_Hours,Semester,Title,Instructor_Name,Meet_Days1,Begin_Time1,End_Time1,Meet_Days2,Begin_Time2,End_Time2,Schedule_desc,Instructional_Method,Start_Date,End_Date,CRN_Attributes
22834,ECON,2321,3,Fall 2021,PRIN. OF MICROECON. - Online,"Snyder, Thomas J",,0,2359,,,,Lecture,DEAS,8/19/2021,12/10/2021,"1I05,1S01,BPRQ,CBCF"
22838,ECON,2321,3,Fall 2021,PRINCIPLES OF MICROECONOMICS,"Mitchell, David T",TR,1050,1205,,,,Lecture,TRAD,8/19/2021,12/10/2021,"1I05,1S01,BPRQ,CBCF"
22839,ECON,2321,3,Fall 2021,PRINCIPLES OF MICROECONOMICS,"Mitchell, David T",TR,1215,1330,,,,Lecture,TRAD,8/19/2021,12/10/2021,"1I05,1S01,BPRQ,CBCF"
22868,ECON,2321,3,Fall 2021,PRINCIPLES OF MICROECONOMICS,"Yuan, Weici",MWF,900,950,,,,Lecture,TRAD,8/19/2021,12/10/2021,"1I05,1S01,BPRQ,CBCF"
22857,ECON,3301,3,Fall 2021,INTERMEDIATE MICROECONOMICS,", ",,,,,,,Lecture,TRAD,8/19/2021,12/10/2021,CBCF
22842,ECON,3302,3,Fall 2021,INTERMEDIATE MACROECONOMICS,"Mauro, Joseph A",TR,1215,1330,,,,Lecture,TRAD,8/19/2021,12/10/2021,"2C01,2I01,CBCF"
22877,ECON,3335,3,Fall 2021,ECONOMETRICS,"Yuan, Weici",MWF,1100,1150,,,,Lecture,TRAD,8/19/2021,12/10/2021,CBCF
22863,ECON,3382,3,Fall 2021,INTERNSHIP,"Snyder, Thomas J",,0,2359,,,,Lecture,TRAD,8/19/2021,12/10/2021,CBCF
22870,ECON,4335,3,Fall 2021,INTERNATIONAL TRADE,"Duan, Huiqiong",TR,925,1040,,,,Lecture,TRAD,8/19/2021,12/10/2021,"2D01,ASMN,BBAW,CBCF,PAPM"
22864,ECON,4382,3,Fall 2021,INTERNSHIP,"Snyder, Thomas J",,0,2359,,,,Lecture,TRAD,8/19/2021,12/10/2021,CBCF
25607,ECON,4390,3,Fall 2021,INDEPENDENT STUDY IN ECONOMICS,"Snyder, Thomas J",,0,2359,,,,Independent Study/Research,TRAD,8/19/2021,12/10/2021,CBCF
22835,ECON,4V95,3,Fall 2021,Spec. Prob.: Economic History,"Horpedahl, Jeremy M",TR,1050,1205,,,,Special Topics,TRAD,8/19/2021,12/10/2021,CBCF
24681,EDDL,7300,3,Fall 2021,FOUNDATIONS OF DIGITAL AGE T&L,"Trumble, Jason F",W,1800,2100,,,,Applied Instruction,DEAS,8/19/2021,12/10/2021,
25665,EDDL,7303,3,Fall 2021,DIGITAL AGE CURRICULUM,"Trumble, Jason F",T,1800,2100,,,,Lecture,DEAS,8/19/2021,12/10/2021,
24684,EDDL,7312,3,Fall 2021,DIGITAL AGE PD,"Dailey, Deborah D",,,,,,,Lecture,DEAS,8/19/2021,12/10/2021,
25246,EDDL,7699,6,Fall 2021,CAPSTONE,"Trumble, Jason F",,,,,,,Independent Study/Research,DEAS,8/19/2021,12/10/2021,
21546,EDLP,6325,3,Fall 2021,SCHOOL-COMMUNITY RELATIONS,"Albritton, Shelly L",,,,,,,Lecture,OTHER,8/19/2021,12/10/2021,
19913,EDLP,7324,3,Fall 2021,SCHOOL BOARD RELATIONS,"MacFarlane, Bronwyn D",M,1800,2100,,,,Lecture,DESY,8/19/2021,12/10/2021,
19914,EDLP,7363,3,Fall 2021,HUMAN RESOURCES ADMINISTRATION,", ",,,,,,,Lecture,DESY,8/19/2021,12/10/2021,
24345,EDLP,7363,3,Fall 2021,HUMAN RESOURCES ADMINISTRATION,"Loyless, Stacey D",T,1800,2100,,,,Lecture,DESY,8/19/2021,12/10/2021,
25190,EDLP,7V15,1,Fall 2021,DIRECTED SPECIALIST’S PROJECT,", ",,,,,,,Independent Study/Research,OTHER,8/19/2021,12/10/2021,
21165,EDLP,7V30,1,Fall 2021,INTERN DISTRICT LEADERSHIP 1hr,"Albritton, Shelly L",,,,,,,Internship/Practicum,OTHER,8/19/2021,12/10/2021,CELT
21166,EDLP,7V30,2,Fall 2021,INTERN DISTRICT LEADERSHIP 2hr,"Loyless, Stacey D",,,,,,,Internship/Practicum,OTHER,8/19/2021,12/10/2021,CELT
12444,EDUC,1300,3,Fall 2021,EDUCATION AS A PROFESSION,"Rickman, Wendy A",TR,800,915,,,,Lecture,HYBR,8/19/2021,12/10/2021,EDEF
12455,EDUC,1300,3,Fall 2021,EDUCATION AS A PROFESSION,"Haynes, Carmita C",MWF,900,950,,,,Lecture,DESY,8/19/2021,12/10/2021,EDEF
12457,EDUC,1300,3,Fall 2021,EDUCATION AS A PROFESSION,"Herring, Jessica R",MWF,1300,1350,,,,Lecture,HYBR,8/19/2021,12/10/2021,EDEF
19721,EDUC,1300,3,Fall 2021,ED AS PROFESSION(MUS MAJ ONLY),"Hawkinson, Jennifer K",MWF,1100,1150,,,,Lecture,TRAD,8/19/2021,12/10/2021,EDEF
22334,EDUC,1300,3,Fall 2021,EDUCATION AS A PROFESSION,"Rickman, Wendy A",TR,925,1040,,,,Lecture,HYBR,8/19/2021,12/10/2021,EDEF
23857,EDUC,1300,3,Fall 2021,ED AS PROFESSION- ELSE MAJORS,"Walthall, Brandy L",TR,1050,1205,,,,Lecture,TRAD,8/19/2021,12/10/2021,EDEF
23858,EDUC,1300,3,Fall 2021,ED AS PROFESSION- ELSE MAJORS,", ",TR,925,1040,,,,Lecture,TRAD,8/19/2021,12/10/2021,EDEF
24107,EDUC,1300,3,Fall 2021,EDUCATION AS A PROFESSION,", ",,,,,,,Lecture,TRAD,8/19/2021,12/10/2021,"EDEF,HSCC,HSCT"
24186,EDUC,1300,3,Fall 2021,ED AS PROFESSION- ELSE MAJORS,"Walthall, Brandy L",TR,1215,1330,,,,Lecture,TRAD,8/19/2021,12/10/2021,EDEF
25078,EDUC,1300,3,Fall 2021,EDUCATION AS A PROFESSION,"Randall, Magan",,,,,,,Lecture,TRAD,,,"EDEF,HSCC,HSCT"
25079,EDUC,1300,3,Fall 2021,EDUCATION AS A PROFESSION,"Eichelberger, Michelle L",,0,2359,,,,Lecture,TRAD,,,"EDEF,HSCC,HSCT"
25238,EDUC,1300,3,Fall 2021,EDUCATION AS A PROFESSION,"Fisher, Sarah",,0,2359,,,,Lecture,TRAD,,,"EDEF,HSCC,HSCT"
25239,EDUC,1300,3,Fall 2021,EDUCATION AS A PROFESSION,"Fisher, Sarah",,0,2359,,,,Lecture,TRAD,,,"EDEF,HSCC,HSCT"
25774,EDUC,1300,3,Fall 2021,EDUCATION AS A PROFESSION,"Fisher, Sarah",,0,2359,,,,Lecture,TRAD,,,"EDEF,HSCC,HSCT"
25775,EDUC,1300,3,Fall 2021,EDUCATION AS A PROFESSION,"Fisher, Sarah",,0,2359,,,,Lecture,TRAD,,,"EDEF,HSCC,HSCT"
25776,EDUC,1300,3,Fall 2021,EDUCATION AS A PROFESSION,"Randall, Magan",,0,2359,,,,Lecture,TRAD,,,"EDEF,HSCC,HSCT"
22800,EDUC,2330,3,Fall 2021,SOCIAL JUSTICE IN TCHNG/LRNG,"Rickman, Wendy A",TR,1050,1205,,,,Lecture,TRAD,8/19/2021,12/10/2021,"1R01,1S01"
25585,EDUC,2330,3,Fall 2021,SOCIAL JUSTICE IN TCHNG/LRNG,"Rickman, Wendy A",TR,1440,1555,,,,Lecture,TRAD,8/19/2021,12/10/2021,"1R01,1S01"
18677,EDUC,3322,3,Fall 2021,DIVERSE LEARNERS,"Wake, Donna G",TR,1050,1205,,,,Lecture,TRAD,8/19/2021,12/10/2021,EDEF
20534,EDUC,3322,3,Fall 2021,DIVERSE LEARNERS,"Wake, Donna G",T,1800,2040,,,,Lecture,TRAD,8/19/2021,12/10/2021,EDEF
14681,EDUC,4210,2,Fall 2021,INTEGRATION TECH TEACH/LEARN,"Herring, Jessica R",W,1615,1815,,,,Lecture,HYBR,8/19/2021,12/10/2021,EDML
16383,EDUC,4210,2,Fall 2021,INTEGRATION TECH TEACH/LEARN,"Buchanan, Michelle B",T,1445,1645,,,,Lecture,HYBR,8/19/2021,12/10/2021,EDML
16514,EDUC,4210,2,Fall 2021,INTEGRATION TECH TEACH/LEARN,"Herring, Jessica R",W,1400,1600,,,,Lecture,HYBR,8/19/2021,12/10/2021,EDML
17800,EDUC,4210,2,Fall 2021,INTEGRATION TECH TEACH/LEARN,", ",,,,,,,Lecture,TRAD,8/19/2021,12/10/2021,EDML
23022,EDUC,4210,2,Fall 2021,INTEGRATION TECH TEACH/LEARN,"Mills, Michael S",R,1130,1330,,,,Lecture,HYBR,8/19/2021,12/10/2021,EDML
24374,ELSE,2303,3,Fall 2021,SPECIAL TOPICS,"Filer, Janet D",R,1700,1940,,,,Special Topics,DESY,8/19/2021,12/10/2021,
25689,ELSE,2304,3,Fall 2021,K-6 SOCIAL STUDIES METHODS,"Rushing, Tracie D",TR,925,1040,,,,Lecture,TRAD,8/19/2021,12/10/2021,
25690,ELSE,2304,3,Fall 2021,K-6 SOCIAL STUDIES METHODS,"Rushing, Tracie D",TR,800,915,,,,Lecture,TRAD,8/19/2021,12/10/2021,
20522,ELSE,3301,3,Fall 2021,DEVELOPMENT/LEARNING THEORIES,"Miller, Catherine F",TR,925,1040,,,,Lecture,TRAD,8/19/2021,12/10/2021,"5S01,EDEF"
20523,ELSE,3301,3,Fall 2021,DEVELOPMENT/LEARNING THEORIES,", ",,,,,,,Lecture,TRAD,8/19/2021,12/10/2021,"5S01,EDEF"
20544,ELSE,3301,3,Fall 2021,DEVELOPMENT/LEARNING THEORIES,"Miller, Catherine F",TR,800,915,,,,Lecture,TRAD,8/19/2021,12/10/2021,"5S01,EDEF"
20515,ELSE,3305,3,Fall 2021,CHILD/YOUNG ADULT LITERATURE,"Herrington, Lisa L",TR,1215,1330,,,,Lecture,TRAD,8/19/2021,12/10/2021,EDEF
20526,ELSE,3305,3,Fall 2021,CHILD/YOUNG ADULT LITERATURE,"Feng, Shoudong",TR,1215,1330,,,,Lecture,TRAD,8/19/2021,12/10/2021,EDEF
20527,ELSE,3305,3,Fall 2021,CHILD/YOUNG ADULT LITERATURE,", ",,,,,,,Lecture,TRAD,8/19/2021,12/10/2021,EDEF
20537,ELSE,3308,3,Fall 2021,FOUNDATIONS DIVERSE LEARNERS,"Rice, Deanna K",TR,1050,1205,,,,Lecture,TRAD,8/19/2021,12/10/2021,
20538,ELSE,3308,3,Fall 2021,FOUNDATIONS DIVERSE LEARNERS,"Rice, Deanna K",TR,1440,1555,,,,Lecture,TRAD,8/19/2021,12/10/2021,
20548,ELSE,3308,3,Fall 2021,FOUNDATIONS DIVERSE LEARNERS,", ",,,,,,,Lecture,TRAD,8/19/2021,12/10/2021,
23706,ELSE,3390,3,Fall 2021,INTGR CURR/ASSESSMENT PLANNING,"Dallas, Jamie L",TR,800,915,,,,Lecture,TRAD,8/19/2021,12/10/2021,
23707,ELSE,3390,3,Fall 2021,INTGR CURR/ASSESSMENT PLANNING,"Dallas, Jamie L",TR,925,1040,,,,Lecture,TRAD,8/19/2021,12/10/2021,
23708,ELSE,3390,3,Fall 2021,INTGR CURR/ASSESSMENT PLANNING,", ",,,,,,,Lecture,TRAD,8/19/2021,12/10/2021,
21896,ELSE,4301,3,Fall 2021,MATH/SCIENCE DIVERSE LEARNERS,"Brown, Alicia A",TR,800,915,,,,Lecture,TRAD,8/19/2021,12/10/2021,"EDI1,EDML"
21890,ELSE,4302,3,Fall 2021,BEHAVIOR GUID DIVERSE CLASSRM,"Filer, Janet D",M,1700,1945,,,,Lecture,HYBR,8/19/2021,12/10/2021,"EDI1,EDML"
20543,ELSE,4305,3,Fall 2021,LITERACY ASSESS/INTERVENTION,"Stanton, Wyann C",M,830,1110,,,,Lecture,TRAD,8/19/2021,12/10/2021,"EDI1,EDML"
22318,ELSE,4305,3,Fall 2021,LITERACY ASSESS/INTERVENTION,"Cain, Donna D",TR,1245,1400,,,,Lecture,TRAD,8/19/2021,12/10/2021,"EDI1,EDML"
22642,ELSE,4305,3,Fall 2021,LITERACY ASSESS/INTERVENTION,"Stanton, Wyann C",M,1200,1440,,,,Lecture,TRAD,8/19/2021,12/10/2021,"EDI1,EDML"
24753,ELSE,4305,3,Fall 2021,LITERACY ASSESS/INTERVENTION,", ",,,,,,,Lecture,TRAD,8/19/2021,12/10/2021,"EDI1,EDML"
20502,ELSE,4307,3,Fall 2021,INSTR PROG DIVERSE LEARNERS,"Cain, Donna D",MW,1200,1315,,,,Lecture,TRAD,8/19/2021,12/10/2021,"2D01,2R01,EDJB,EDML"
22639,ELSE,4307,3,Fall 2021,INSTR PROG DIVERSE LEARNERS,"Cain, Donna D",MW,1325,1440,,,,Lecture,TRAD,8/19/2021,12/10/2021,"2D01,2R01,EDJB,EDML"
21893,ELSE,4308,3,Fall 2021,ED PROG SIGNIF DISABILITIES,"Rice, Deanna K",W,1800,2045,,,,Lecture,DESY,8/19/2021,12/10/2021,"EDI1,EDML"
20507,ELSE,4309,3,Fall 2021,POSITIVE CLASSROOM ENVIRONMENT,"Sorbet, Stefanie",MW,830,945,,,,Lecture,TRAD,8/19/2021,12/10/2021,"5S01,EDJB,EDML"
22645,ELSE,4309,3,Fall 2021,POSITIVE CLASSROOM ENVIRONMENT,"Sorbet, Stefanie",MW,955,1110,,,,Lecture,TRAD,8/19/2021,12/10/2021,"5S01,EDJB,EDML"
21886,ELSE,4310,3,Fall 2021,JUNIOR BLOCK PRACTICUM,"Hunter, Patti G",,0,2359,,,,Internship/Practicum,OTHER,8/19/2021,12/10/2021,"5S01,EDJB,EDML"
21888,ELSE,4310,3,Fall 2021,JUNIOR BLOCK PRACTICUM,"Ratliff, Carol Jean",,0,2359,,,,Internship/Practicum,OTHER,8/19/2021,12/10/2021,"5S01,EDJB,EDML"
23696,ELSE,4310,3,Fall 2021,JUNIOR BLOCK PRACTICUM,"Cope, Tina R",,,,,,,Internship/Practicum,OTHER,8/19/2021,12/10/2021,"5S01,EDJB,EDML"
24760,ELSE,4310,3,Fall 2021,JUNIOR BLOCK PRACTICUM,", ",T,730,1400,,,,Internship/Practicum,OTHER,8/19/2021,12/10/2021,"5S01,EDJB,EDML"
24761,ELSE,4310,3,Fall 2021,JUNIOR BLOCK PRACTICUM,"Malm, Lauren N",,1,2359,,,,Internship/Practicum,OTHER,8/19/2021,12/10/2021,"5S01,EDJB,EDML"
24762,ELSE,4310,3,Fall 2021,JUNIOR BLOCK PRACTICUM,"Wickliffe, Kim C",,1,2359,,,,Internship/Practicum,OTHER,8/19/2021,12/10/2021,"5S01,EDJB,EDML"
20504,ELSE,4311,3,Fall 2021,FOUNDATIONS OF READING,"Perry, Susan N",MW,830,945,,,,Lecture,TRAD,8/19/2021,12/10/2021,"EDJB,EDML"
22640,ELSE,4311,3,Fall 2021,FOUNDATIONS OF READING,"Perry, Susan N",MW,955,1110,,,,Lecture,TRAD,8/19/2021,12/10/2021,"EDJB,EDML"
20539,ELSE,4315,3,Fall 2021,WORKSHOP TEACHING WRITING,"Walthall, Brandy L",MW,1200,1315,,,,Lecture,TRAD,8/19/2021,12/10/2021,"2C01,EDJB,EDML"
22643,ELSE,4315,3,Fall 2021,WORKSHOP TEACHING WRITING,"Walthall, Brandy L",MW,1325,1440,,,,Lecture,TRAD,8/19/2021,12/10/2021,"2C01,EDJB,EDML"
20495,ELSE,4316,3,Fall 2021,INSTR STRATEGIES MATH/SCIENCE,"Miller, Catherine F",W,1200,1440,,,,Lecture,TRAD,8/19/2021,12/10/2021,"EDI1,EDML"
20497,ELSE,4316,3,Fall 2021,INSTR STRATEGIES MATH/SCIENCE,"Miller, Catherine F",W,830,1110,,,,Lecture,TRAD,8/19/2021,12/10/2021,"EDI1,EDML"
24754,ELSE,4316,3,Fall 2021,INSTR STRATEGIES MATH/SCIENCE,", ",,,,,,,Lecture,TRAD,8/19/2021,12/10/2021,"EDI1,EDML"
22651,ELSE,4318,3,Fall 2021,K-6 INTERNSHIP I,", ",,,,,,,Internship/Practicum,OTHER,8/19/2021,12/10/2021,"EDI1,EDML"
23805,ELSE,4318,3,Fall 2021,K-6 INTERNSHIP I,"Malm, Lauren N",,,,,,,Internship/Practicum,OTHER,8/19/2021,12/10/2021,"EDI1,EDML"
23806,ELSE,4318,3,Fall 2021,K-6 INTERNSHIP I,"Hunter, Patti G",,,,,,,Internship/Practicum,OTHER,8/19/2021,12/10/2021,"EDI1,EDML"
23807,ELSE,4318,3,Fall 2021,K-6 INTERNSHIP I,"Pelot, Sherry L",,,,,,,Internship/Practicum,OTHER,8/19/2021,12/10/2021,"EDI1,EDML"
23808,ELSE,4318,3,Fall 2021,K-6 INTERNSHIP I,", ",,,,,,,Internship/Practicum,OTHER,8/19/2021,12/10/2021,"EDI1,EDML"
23809,ELSE,4318,3,Fall 2021,K-6 INTERNSHIP I,"Sherrod, Jennifer L",,,,,,,Internship/Practicum,OTHER,8/19/2021,12/10/2021,"EDI1,EDML"
23810,ELSE,4318,3,Fall 2021,K-6 INTERNSHIP I,", ",,,,,,,Internship/Practicum,OTHER,8/19/2021,12/10/2021,"EDI1,EDML"
23811,ELSE,4318,3,Fall 2021,K-6 INTERNSHIP I,"Cope, Tina R",,,,,,,Internship/Practicum,OTHER,8/19/2021,12/10/2021,"EDI1,EDML"
24763,ELSE,4318,3,Fall 2021,K-6 INTERNSHIP I,", ",,,,,,,Internship/Practicum,OTHER,8/19/2021,12/10/2021,"EDI1,EDML"
24764,ELSE,4318,3,Fall 2021,K-6 INTERNSHIP I,", ",,,,,,,Internship/Practicum,OTHER,8/19/2021,12/10/2021,"EDI1,EDML"
24765,ELSE,4318,3,Fall 2021,K-6 INTERNSHIP I,", ",,,,,,,Internship/Practicum,OTHER,8/19/2021,12/10/2021,"EDI1,EDML"
20505,ELSE,4319,3,Fall 2021,GUIDANCE/MANAGEMENT CHILDREN,", ",,,,,,,Lecture,TRAD,8/19/2021,12/10/2021,"5S01,EDI1,EDML"
22644,ELSE,4319,3,Fall 2021,GUIDANCE/MANAGEMENT CHILDREN,"Calhoon, Kimberley R",W,1200,1440,,,,Lecture,TRAD,8/19/2021,12/10/2021,"5S01,EDI1,EDML"
24755,ELSE,4319,3,Fall 2021,GUIDANCE/MANAGEMENT CHILDREN,"Calhoon, Kimberley R",W,830,1110,,,,Lecture,TRAD,8/19/2021,12/10/2021,"5S01,EDI1,EDML"
20530,ELSE,4320,3,Fall 2021,ELEMENTARY READING METHODS,"Herrington, Lisa L",M,830,1110,,,,Lecture,TRAD,8/19/2021,12/10/2021,"EDI1,EDML"
22641,ELSE,4320,3,Fall 2021,ELEMENTARY READING METHODS,"Herrington, Lisa L",M,1200,1440,,,,Lecture,TRAD,8/19/2021,12/10/2021,"EDI1,EDML"
24757,ELSE,4320,3,Fall 2021,ELEMENTARY READING METHODS,"Herrington, Lisa L",T,925,1200,,,,Lecture,TRAD,8/19/2021,12/10/2021,"EDI1,EDML"
21895,ELSE,4324,3,Fall 2021,SPED PRACTICUM - ELEMENTARY,"Brown, Alicia A",,,,,,,Internship/Practicum,OTHER,8/19/2021,12/10/2021,"5S01,EDI1,EDML"
22315,ELSE,4324,3,Fall 2021,SPED PRACTICUM - ELEMENTARY,"Ben-Hanania Lenz, Blanchard K",,,,,,,Internship/Practicum,OTHER,8/19/2021,12/10/2021,"5S01,EDI1,EDML"
23705,ELSE,4324,3,Fall 2021,SPED PRACTICUM - ELEMENTARY,", ",,,,,,,Internship/Practicum,OTHER,8/19/2021,12/10/2021,"5S01,EDI1,EDML"
20490,ELSE,4331,3,Fall 2021,DATA-DRIVEN INSTR PLANNING,"Maxwell, Candice D",F,830,1110,,,,Lecture,TRAD,8/19/2021,12/10/2021,"2I01,EDI1,EDML"
20491,ELSE,4331,3,Fall 2021,DATA-DRIVEN INSTR PLANNING,"Maxwell, Candice D",F,1200,1440,,,,Lecture,TRAD,8/19/2021,12/10/2021,"2I01,EDI1,EDML"
22313,ELSE,4331,3,Fall 2021,DATA-DRIVEN INSTR PLANNING,"Ben-Hanania Lenz, Blanchard K",R,925,1200,,,,Lecture,TRAD,8/19/2021,12/10/2021,"2I01,EDI1,EDML"
24759,ELSE,4331,3,Fall 2021,DATA-DRIVEN INSTR PLANNING,", ",,,,,,,Lecture,TRAD,8/19/2021,12/10/2021,"2I01,EDI1,EDML"
20513,ELSE,4603,6,Fall 2021,INTERNSHIP II,", ",,,,,,,Practice Teaching,OTHER,8/19/2021,12/10/2021,"2Z01,TECF"
23812,ELSE,4603,6,Fall 2021,INTERNSHIP II,"Brown, Alicia A",,,,,,,Practice Teaching,OTHER,8/19/2021,12/10/2021,"2Z01,TECF"
23813,ELSE,4603,6,Fall 2021,INTERNSHIP II,"Dallas, Jamie L",,,,,,,Practice Teaching,OTHER,8/19/2021,12/10/2021,"2Z01,TECF"
23816,ELSE,4603,6,Fall 2021,INTERNSHIP II,"Brown, Alicia A",,,,,,,Practice Teaching,OTHER,8/19/2021,12/10/2021,"2Z01,TECF"
23818,ELSE,4603,6,Fall 2021,INTERNSHIP II,"Ratliff, Carol Jean",,,,,,,Practice Teaching,OTHER,8/19/2021,12/10/2021,"2Z01,TECF"
23820,ELSE,4603,6,Fall 2021,INTERNSHIP II,"Dallas, Jamie L",,,,,,,Practice Teaching,OTHER,8/19/2021,12/10/2021,"2Z01,TECF"
23822,ELSE,4603,6,Fall 2021,INTERNSHIP II,"Ben-Hanania Lenz, Blanchard K",,,,,,,Practice Teaching,OTHER,8/19/2021,12/10/2021,"2Z01,TECF"
23824,ELSE,4603,6,Fall 2021,INTERNSHIP II,"Wickliffe, Kim C",,,,,,,Practice Teaching,OTHER,8/19/2021,12/10/2021,"2Z01,TECF"
23826,ELSE,4603,6,Fall 2021,INTERNSHIP II,"Rushing, Tracie D",,,,,,,Practice Teaching,OTHER,8/19/2021,12/10/2021,"2Z01,TECF"
23828,ELSE,4603,6,Fall 2021,INTERNSHIP II,"Sherrod, Jennifer L",,,,,,,Practice Teaching,OTHER,8/19/2021,12/10/2021,"2Z01,TECF"
23830,ELSE,4603,6,Fall 2021,INTERNSHIP II,", ",,,,,,,Practice Teaching,OTHER,8/19/2021,12/10/2021,"2Z01,TECF"
20514,ELSE,4604,6,Fall 2021,INTERNSHIP II,", ",,,,,,,Practice Teaching,OTHER,8/19/2021,12/10/2021,"2Z01,TECF"
23814,ELSE,4604,6,Fall 2021,INTERNSHIP II,"Brown, Alicia A",,,,,,,Practice Teaching,OTHER,8/19/2021,12/10/2021,"2Z01,TECF"
23815,ELSE,4604,6,Fall 2021,INTERNSHIP II,"Dallas, Jamie L",,,,,,,Practice Teaching,OTHER,8/19/2021,12/10/2021,"2Z01,TECF"
23817,ELSE,4604,6,Fall 2021,INTERNSHIP II,"Brown, Alicia A",,,,,,,Practice Teaching,OTHER,8/19/2021,12/10/2021,"2Z01,TECF"
23819,ELSE,4604,6,Fall 2021,INTERNSHIP II,"Ratliff, Carol Jean",,,,,,,Practice Teaching,OTHER,8/19/2021,12/10/2021,"2Z01,TECF"
23821,ELSE,4604,6,Fall 2021,INTERNSHIP II,"Dallas, Jamie L",,,,,,,Practice Teaching,OTHER,8/19/2021,12/10/2021,"2Z01,TECF"
23823,ELSE,4604,6,Fall 2021,INTERNSHIP II,"Ben-Hanania Lenz, Blanchard K",,,,,,,Practice Teaching,OTHER,8/19/2021,12/10/2021,"2Z01,TECF"
23825,ELSE,4604,6,Fall 2021,INTERNSHIP II,"Wickliffe, Kim C",,,,,,,Practice Teaching,OTHER,8/19/2021,12/10/2021,"2Z01,TECF"
23827,ELSE,4604,6,Fall 2021,INTERNSHIP II,"Rushing, Tracie D",,,,,,,Practice Teaching,OTHER,8/19/2021,12/10/2021,"2Z01,TECF"
23829,ELSE,4604,6,Fall 2021,INTERNSHIP II,"Sherrod, Jennifer L",,,,,,,Practice Teaching,OTHER,8/19/2021,12/10/2021,"2Z01,TECF"
23831,ELSE,4604,6,Fall 2021,INTERNSHIP II,", ",,,,,,,Practice Teaching,OTHER,8/19/2021,12/10/2021,"2Z01,TECF"
24766,ELSE,6314,3,Fall 2021,IDENTIFYING DYS & RDG DIFF,", ",,,,,,,Lecture,DEAS,8/19/2021,12/10/2021,
21889,ELSE,6341,3,Fall 2021,EARLY LIT & INTERVENTION,", ",,,,,,,Lecture,DEAS,8/19/2021,12/10/2021,
22649,ELSE,6343,3,Fall 2021,PRACTICUM I,"Thompson, Amy D",,,,,,,Internship/Practicum,OTHER,8/19/2021,12/10/2021,
23700,ELSE,6345,3,Fall 2021,LITERACY LEADERSHIP & COACHING,"Feng, Shoudong",,,,,,,Lecture,DESY,8/19/2021,12/10/2021,
25182,ELSE,6345,3,Fall 2021,LITERACY LEADERSHIP & COACHING,"Feng, Shoudong",,,,,,,Lecture,DESY,8/19/2021,12/10/2021,
25624,ELSE,6346,3,Fall 2021,ADOLESCENT LIT & INTERVENTION,"Thompson, Amy D",,,,,,,Lecture,DESY,8/19/2021,12/10/2021,
22016,ELSE,6347,3,Fall 2021,LANGUAGE AND LITERACY,", ",,,,,,,Lecture,DEAS,8/19/2021,12/10/2021,
23701,ELSE,6348,3,Fall 2021,MULTISENSORY APPROACH I,"Perry, Susan N",,,,,,,Lecture,DEAS,8/19/2021,12/10/2021,
23702,ELSE,6349,3,Fall 2021,MULTISENSORY APPROACH II,"Herrington, Lisa L",,,,,,,Lecture,DEAS,8/19/2021,12/10/2021,
25900,ELSE,6349,3,Fall 2021,MULTISENSORY APPROACH II,"Stanton, Wyann C",,,,,,,Lecture,DEAS,8/19/2021,12/10/2021,
22324,ELSE,6366,3,Fall 2021,"ED PROG, MILD DISABILITIES","Kohler, Patricia A",,,,,,,Lecture,DEAS,8/19/2021,12/10/2021,
23304,ELSE,6366,3,Fall 2021,"ED PROG, MILD DISABILITIES",", ",,,,,,,Lecture,DEAS,8/19/2021,12/10/2021,
22325,ELSE,6375,3,Fall 2021,TEACHING DIVERSE LEARNERS,"Kohler, Patricia A",,,,,,,Lecture,DEAS,8/19/2021,12/10/2021,
21894,ELSE,6384,3,Fall 2021,RESEARCH IN SPEC ED,", ",,,,,,,Lecture,DEAS,8/19/2021,12/10/2021,
23703,ELSE,6600,6,Fall 2021,SPED MAT INTERNSHIP,"Lenderman, Brenda S",,,,,,,Internship/Practicum,OTHER,8/19/2021,12/10/2021,
23704,ELSE,6600,6,Fall 2021,SPED MAT INTERNSHIP,", ",,,,,,,Internship/Practicum,OTHER,8/19/2021,12/10/2021,
22450,ENGL,1320,3,Fall 2021,INTERDISCIPLINARY WRITING,", ",TR,925,1040,,,,Lecture,DESY,8/19/2021,12/10/2021,1C02
24780,ENGL,1320,3,Fall 2021,INTERDISCIPLINARY WRITING,"Harris, Crystal D",MWF,1100,1150,,,,Lecture,TRAD,8/19/2021,12/10/2021,1C02
24782,ENGL,1320,3,Fall 2021,INTERDISCIPLINARY WRITING,"Smith, Melissa J",,,,,,,Lecture,DEAS,8/19/2021,12/10/2021,1C02
24786,ENGL,1345,3,Fall 2021,LIT & SOCIAL RESPONSIBILITY,"Harris, Crystal D",MWF,1300,1350,,,,Special Topics,TRAD,8/19/2021,12/10/2021,"1H01,1R01"
25215,ENGL,1350,3,Fall 2021,INTRO TO LITERATURE,", ",,,,,,,Lecture,TRAD,,,"1H01,1I06,HSCC"
25777,ENGL,1350,3,Fall 2021,INTRO TO LITERATURE,"Cochran, Richard L",,0,2359,,,,Lecture,TRAD,,,"1H01,1I06,HSCC"
25778,ENGL,1350,3,Fall 2021,INTRO TO LITERATURE,"Shelton, Laura C",,0,2359,,,,Lecture,TRAD,8/19/2021,12/10/2021,"1H01,1I06,HSCC"
